DATE_REFERAL,OBLAST,RAION,SETTLEMENTS,ADMIN1,ADMIN2,ADMIN4,INFORMANT,REFERRAL_AGENCY,GCA_NGCA,ALERT_TYPE,CONFLICT_RELATED,NEED_TYPE,DESCRIPTION,CONTEXT,AFFECTED,NO_AFFECTED,SOURCE_INFO,CLUSTER,RESPONSE_PARTNER,CONFIRMATION,ACTION,NO_BENEFICIARIES,STATUS,DATE_UPDATE,GAP_BENEFICIARIES,UNCOVERED_NEEDS,ADDITIONAL_INFO_LINK,COMMENTS,latitude,longitude
2015-05-22,Donetska,Zhdanivska,Vilkhivka,1400000000,1412100000,1412147000,"eum nemo officiis"," ",NGCA,"Support Request",Yes,Other,"Omnis neque error sint. Voluptatibus ab itaque beatae exercitationem beatae.","Minima quis eum quae nisi. Minus tempora nihil a quaerat ad optio.",Community,108," ","Livelihoods/Early Recovery"," ",Yes," ",61,resolved,2016-06-23,59,"nihil officia nostrum"," "," ",48.111,38.307
2015-11-23,Luhanska,Krasnodonska,Enhelsove,4400000000,4411400000,4411447400," ","repellat rerum id",NGCA,"Need Overview",Yes,"Access to water"," "," ",Individuals,70," ","Livelihoods/Early Recovery","nesciunt minima sequi",Yes," ",52,"Addressed but unresolved",2016-03-28,53,"temporibus maiores aut"," ","Totam quaerat laboriosam a eius. Placeat est alias officia amet nisi. Ducimus perferendis consectetur quas minus corporis impedit provident sunt.",48.304,39.61
2015-09-16,Donetska,Pershotravnevyi,Melekine,1400000000,1423900000,1423984401," ","magni voluptates at",GCA,"Support Request",Yes,"Access to water","Odio unde veniam odit quae molestias eligendi sunt architecto. Quas odit est provident pariatur sint.","Eveniet delectus mollitia porro eos incidunt dolore voluptatum. Commodi veritatis ab placeat error.",Community,29," ","Water Sanitation Hygiene","numquam nisi perspiciatis",Yes," ",10,"Addressed but unresolved",2015-10-27,0," "," ","Sint dolor quibusdam ab commodi excepturi consequuntur. Ea maxime dolores architecto tenetur nihil ad. Atque laborum cumque rem eum distinctio quis harum. Ut odio rem repellat voluptatem.",46.958,37.397
2015-07-15,Donetska,Krasnoarmiiskyi,Yevhenivka,1400000000,1422700000,1422781604,"iste amet cum"," ",NGCA,"Need Overview",Yes,Other,"Magni nulla eius sed eveniet veniam. Eaque repudiandae laboriosam doloribus fugit harum commodi.","Distinctio hic culpa at tempore aut. Ea perspiciatis neque delectus. Earum deserunt deleniti atque.",Individuals,143,"temporibus minus accusantium",Health/Nutrition," ",No,"nisi enim nulla fuga dolore sunt nihil libero",42,"Addressed but unresolved",2016-01-20,104," ",http://www.barry.com/," ",48.234,37.534
2016-06-27,Donetska,Shakhtarskyi,Zolotarivka,1400000000,1425200000,1425283401,"quae accusamus maiores","beatae voluptatibus perspiciatis",NGCA,"Need Overview",No,Other,"Culpa corporis reiciendis sequi eius reprehenderit quisquam natus. Quod ab amet earum nisi consequatur sequi.","Quia amet vel exercitationem magnam. Nobis porro atque asperiores dolorum quia.",Community,67," ","Water Sanitation Hygiene","incidunt illo eius",Yes," ",49,"Not addressed",2016-07-03,32,"dignissimos amet molestiae",http://cervantes-hodge.com/," ",48.005,38.189
2016-05-24,Luhanska,Kirovska,Novotoshkivske,4400000000,4411000000,4411045500,"doloremque quo reprehenderit","et est sapiente",GCA,"Support Request",No,Other,"Fuga explicabo voluptatem cupiditate in dicta. Quam quam aut officia velit. Fugit eaque animi neque nobis et maxime.","Veniam quas non est magni consectetur. Quaerat doloremque quasi earum et eius neque.",NDP,131," ",Logistics,"quas voluptates esse",Yes," ",108,"Not addressed",2016-06-23,4," ",http://gibson.biz/," ",48.725,38.631
2015-07-01,Luhanska,Milovskyi,Krynychne,4400000000,4422800000,4422881103,"dolor deleniti animi","rerum temporibus quaerat",GCA,"Mine Risk",No,"Access to shelter","Ipsum et error recusandae. Iste inventore sed illo eveniet suscipit minus."," ",Community,78," ",Protection," ",No,"amet excepturi minus error beatae in consequuntur officiis",74,"Addressed but unresolved",2016-05-19,75," "," ","Iure sint cumque ad. Debitis vitae adipisci magnam exercitationem. Necessitatibus eius iure id eum amet dolore animi. Molestiae recusandae unde animi reprehenderit.",49.304,40.095
2015-09-18,Donetska,Kostiantynivska,Kostiantynivka,1400000000,1412600000,1412600000," "," ",GCA,"Support Request",Yes,Other,"Dolore maxime eum iste laudantium. Unde nam ullam aspernatur magni labore. Totam omnis eos aspernatur perspiciatis a.","Ex repellendus iste assumenda non et. Eos distinctio ad fugit provident.",Community,120," ",Logistics," ",Yes,"nemo odit corrupti ut ducimus quos consequuntur placeat",3,"Addressed but unresolved",2016-07-07,43,"in eos quasi",http://www.carter.org/faq.htm,"Temporibus quas repellat fuga vero earum odio labore. Cumque cumque commodi odit dicta. Facilis doloribus id aliquam animi laudantium.",48.522,37.701
2015-03-23,Donetska,Artemivska,"Krasna Hora",1400000000,1410300000,1410345600,"nihil ipsa explicabo","odit quis harum",NGCA,"Support Request",Yes,"Access to shelter","Commodi accusamus quidem eius. Maiores sint impedit deserunt perspiciatis."," ",NDP,83,"sapiente neque modi","Food Security"," ",Yes," ",27,"Addressed but unresolved",2016-03-27,15," ",http://www.long.com/terms/,"Officia nulla impedit eum similique. Voluptatem officiis cupiditate deleniti ut repellendus. Maxime fuga laudantium saepe temporibus architecto. Autem doloremque explicabo est quae mollitia soluta.",48.66,38.018
2016-02-25,Luhanska,Sverdlovskyi,Biriukove,4400000000,4424200000,4424255300,"nihil rem ipsum"," ",NGCA,"Need Overview",No,"Access to health services","Excepturi tempora mollitia ea odit reprehenderit. Esse animi inventore ipsam. Labore qui laboriosam error odit.","Iure odit vero iusto. Facere occaecati velit illo minima eos delectus mollitia.",NDP,139," ",Education,"tenetur non quaerat",Yes,"facere occaecati ratione qui quaerat nisi atque impedit",4,resolved,2016-04-29,66," "," "," ",47.954,39.739
2015-09-02,Donetska,Novoazovskyi,Bessarabka,1400000000,1423600000,1423687702," ","dolores architecto minus",GCA,"Need Overview",No,"Access to health services"," ","Doloremque ipsa sunt soluta eos dolore. Doloremque commodi voluptatibus et officiis eligendi.",Community,28,"modi tempora necessitatibus",Education,"quibusdam unde accusamus",No,"veniam magni hic quas deleniti quas laborum at",17,resolved,2016-04-20,16," ",http://www.jones-simmons.com/categories/register.htm,"Sit consequuntur magnam odit accusantium nostrum sed. Iure officia deserunt suscipit omnis deserunt. Molestias voluptatibus assumenda consequuntur accusantium repudiandae tempora minima.",47.266,38.108
2016-05-11,Luhanska,Markivskyi,Ternivka,4400000000,4422500000,4422582203,"fugit vero illo"," ",GCA,"Mine Risk",Yes,Other," "," ",IDP,24," ","Water Sanitation Hygiene"," ",No," ",10,resolved,2016-05-19,18,"nobis repellat facilis",http://robbins.com/category/tags/blog/home/,"Placeat provident placeat quidem repudiandae quia. Repudiandae rem sapiente atque libero incidunt. Explicabo rem vitae tempora voluptatibus.",49.616,39.481
2015-10-19,Donetska,Torezka,Pelahiivka,1400000000,1414700000,1414745400,"maxime beatae tempore","earum rerum laudantium",NGCA,"Need Overview",No,"Access to humanitarian assistance"," ","At veniam soluta dolores itaque. Voluptates occaecati eaque facere et.",Individuals,108,"laudantium doloribus voluptatibus",Logistics,"veniam blanditiis dolorum",No," ",7,resolved,2016-01-02,8," ",http://www.ponce.com/tag/index/," ",48.097,38.606
2016-01-21,Donetska,Artemivskyi,Savelivka,1400000000,1420900000,1412070509," ","consectetur sapiente neque",NGCA,"Support Request",No,Other,"Corporis consectetur ut mollitia maxime. Praesentium ad dolorem delectus occaecati. A eius animi et."," ",Community,24,"earum doloremque labore",Education,"iure iste cumque",No," ",11,resolved,2016-03-18,8,"quidem molestiae eveniet"," ","Porro provident quasi rem quaerat quisquam. Quas voluptates tenetur doloremque ad vel. Dolorum magnam magni enim dignissimos. Eaque sit veritatis veritatis ut quam rerum ea.",48.29,38.343
2016-05-02,Luhanska,Krasnodonskyi,Novosvitlivka,4400000000,4421400000,4421456200,"molestiae iusto quidem"," ",GCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs","Dolore quae ullam iusto commodi neque vel. Incidunt consequuntur mollitia et vero ducimus reiciendis consequatur enim.","Possimus voluptatibus optio vitae quisquam. Autem dolores aut esse commodi velit vel.",IDP,104," ",Education," ",Yes," ",27,"Addressed but unresolved",2016-05-07,55," "," "," ",48.484,39.515
2015-10-14,Donetska,Mariupolska,Lomakyne,1400000000,1412300000,1412365803,"recusandae perferendis rem"," ",NGCA,"Need Overview",Yes,"Access to shelter","Iusto ipsa totam omnis non assumenda eaque. Omnis ipsam voluptatem architecto quod adipisci rerum."," ",NDP,68,"dolorum hic perferendis",Logistics,"enim id vero",No,"amet ex dignissimos ea labore beatae quaerat esse",37,"Not addressed",2016-06-03,45,"exercitationem tenetur asperiores"," "," ",47.168,37.714
2015-02-20,Luhanska,Stakhanovska,Almazna,4400000000,4413100000,4413170200,"illum nihil delectus","asperiores id quo",GCA,"Need Overview",Yes,"Access to shelter","Voluptates veniam iste dolore veritatis unde quaerat. Doloribus illo deleniti laborum ea aut atque eos.","Eos quis accusantium aut. Enim voluptatibus eum fugit et. Atque esse repellendus consequatur.",Community,132," ",Education," ",Yes," ",129,"Addressed but unresolved",2015-03-05,59," ",http://robinson-glenn.net/,"Illum veniam nam voluptas ea. Possimus doloribus et quas iusto. Quod eum consequatur magnam libero nobis ullam. Architecto illum optio harum magni cupiditate error.",48.523,38.582
2015-10-11,Donetska,Oleksandrivskyi,Shostakivka,1400000000,1420300000,1420383305," "," ",GCA,"Mine Risk",Yes,"Access to shelter","Modi quae commodi ad itaque rerum dicta quidem. Reiciendis porro ad officia facere. Veritatis magni impedit quidem sit."," ",IDP,10," ","Livelihoods/Early Recovery","earum nam aperiam",No," ",8,resolved,2016-02-12,8," "," "," ",48.67,36.921
2015-04-08,Luhanska,Troitskyi,Shakhove,4400000000,4425400000,4425485008,"odio aliquam quidem"," ",NGCA,"Support Request",Yes,Other," "," ",NDP,122,"quidem veritatis repellat",Health/Nutrition,"enim corrupti a",Yes,"animi quisquam ratione accusantium quo nostrum officiis cumque",111,"Not addressed",2015-06-17,8,"quis cupiditate totam",http://www.miller-white.com/,"Voluptates cum facere nisi porro ut. Dignissimos hic quae necessitatibus cum. Eveniet at earum blanditiis impedit consequuntur debitis doloremque.",49.8,38.482
2015-03-29,Donetska,Dzerzhynska,Krymske,1400000000,1411200000,1411290001,"nihil nesciunt animi","sed odio eaque",NGCA,"Support Request",No,Other,"Natus debitis occaecati voluptatum. Nostrum delectus illo nihil."," ",Community,118," ",Education," ",No," ",49,"Addressed but unresolved",2015-12-08,29,"vitae tempora maxime"," ","Perferendis totam enim officiis veniam molestiae earum saepe. Ad nesciunt ullam repellendus mollitia eos tenetur. Nemo perferendis iste possimus et vitae.",48.414,37.88
2016-04-14,Donetska,Kramatorska,Malotaranivka,1400000000,1412900000,1412946500," ","voluptatem itaque magni",NGCA,"Support Request",Yes,"Access to health services","Temporibus ipsum officiis id dolorum doloremque nostrum. Ratione quas dolor necessitatibus voluptas unde ea atque.","Accusamus perspiciatis in aliquid. Corporis non consectetur eveniet autem veniam in.",NDP,46,"repellendus ea soluta","Livelihoods/Early Recovery","enim necessitatibus minus",Yes," ",22,"Addressed but unresolved",2016-07-06,34," ",http://swanson-salazar.com/register.php," ",48.664,37.51
2016-05-21,Luhanska,Perevalskyi,Bairachky,4400000000,4423600000,4423655300,"earum repellat iste"," ",NGCA,"Need Overview",No,Other,"Ad non repudiandae quas. Perspiciatis exercitationem deleniti numquam quos natus. Molestias porro dolores consectetur.","Id expedita nisi non. Velit temporibus sapiente unde alias ipsam veritatis deserunt odit.",NDP,127," ","Food Security"," ",Yes,"cupiditate labore cupiditate fuga aspernatur excepturi incidunt sequi",93,resolved,2016-06-16,88," "," ","Unde iure quis qui inventore sunt temporibus. Ex dolorum explicabo facere possimus. Ipsum libero aliquam ipsam magni.",48.391,38.6
2015-08-01,Donetska,#N/A,Horlivka,1400000000,1440600000,1410600000," "," ",NGCA,"Support Request",Yes,Other," "," ",Community,62,"veritatis iste debitis",Logistics,"incidunt consequatur quidem",Yes," ",60,"Addressed but unresolved",2015-08-28,42,"possimus neque dignissimos",http://www.sharp.com/home/," ",48.326,38.06
2016-03-23,Luhanska,Antratsytska,Bokovo-Platove,4400000000,4410300000,4410345300," "," ",NGCA,"Need Overview",Yes,"Access to health services","Autem ullam quis ut fuga libero. Labore natus quae dignissimos. Veritatis veniam repellendus minus nulla soluta.","Fugit doloremque nisi harum temporibus. Unde sapiente quaerat aperiam recusandae in.",NDP,7," ","Food Security","repellat excepturi doloribus",Yes,"veniam labore debitis nulla enim odio officia expedita",0,resolved,2016-06-17,1," "," ","Asperiores inventore recusandae quaerat ut. Nobis molestias doloribus voluptas deserunt placeat. Praesentium rerum sint temporibus ullam eos.",48.121,39.012
2015-05-05,Donetska,Novoazovskyi,Dzerzhynske,1400000000,1423600000,1423686803,"iure totam error","enim illum blanditiis",GCA,"Mine Risk",No,Other," ","Natus tempore eligendi eveniet repellat. Molestiae dolorem doloremque dolores.",NDP,27," ",Logistics," ",Yes," ",4,"Not addressed",2015-11-26,18," ",http://nash.com/posts/posts/login/,"Esse excepturi maiores earum modi libero quod fugiat. Accusantium incidunt illo ratione eligendi enim voluptatem cumque.",47.157,37.862
2015-06-15,Luhanska,Krasnolutska,Artema,4400000000,4411600000,4411645701,"id non ab"," ",GCA,"Need Overview",No,Other," "," ",Community,43,"labore provident sunt","Emergency Shelter/NFI","unde iusto dolor",No," ",13,resolved,2015-06-24,40,"aut facere molestias"," "," ",48.282,38.781
2015-04-24,Luhanska,Popasnianskyi,Oleksandropillia,4400000000,4423800000,4423856906," "," ",NGCA,"Need Overview",Yes,"Access to water"," ","Eum labore veritatis ipsa odio. Dicta aliquid perspiciatis magni perspiciatis vel.",Individuals,74,"aliquid voluptates tempore",Education," ",Yes,"voluptas facere tempore sequi aliquid enim perspiciatis sit",16,"Not addressed",2015-08-18,36,"atque harum molestias",http://rowe.com/post/," ",48.673,38.368
2015-01-12,Donetska,Oleksandrivskyi,Mykilske,1400000000,1420300000,1420386601," ","delectus quidem nostrum",GCA,"Need Overview",Yes,"Access to water","Cum temporibus maiores sed saepe. Velit possimus voluptatum minima ipsam dicta. Dignissimos fuga ratione voluptate aspernatur."," ",IDP,85," ",Logistics," ",No," ",32,resolved,2015-05-20,59,"totam velit a",http://www.green.com/register/,"Qui itaque eum tenetur recusandae fuga. Perspiciatis alias molestias voluptatem ullam. Provident aliquid rem eos temporibus. Expedita nesciunt accusantium eligendi sint cupiditate id.",48.688,36.776
2015-07-07,Donetska,Telmanivskyi,Hrekovo-Oleksandrivka,1400000000,1424800000,1424883202," ","tenetur cupiditate impedit",GCA,"Need Overview",Yes,"Access to humanitarian assistance"," "," ",IDP,123," ","Emergency Shelter/NFI"," ",No,"corporis laboriosam excepturi molestias voluptatem eius nam alias",50,"Not addressed",2015-07-22,61," ",http://davis-smith.info/," ",47.407,38.178
2015-10-01,Luhanska,Bilovodskyi,Nozdrivka,4400000000,4420600000,4420683302," ","rerum delectus dolores",NGCA,"Need Overview",Yes,Other," ","Tenetur dicta itaque eveniet quibusdam. Sit nihil harum modi error.",IDP,144,"corporis blanditiis asperiores","Livelihoods/Early Recovery","voluptas hic animi",No,"facilis cumque aliquid cum rerum modi consequatur voluptas",48,resolved,2016-04-09,98,"sit quas quos",http://mathews.biz/,"Quaerat quod vel deserunt sunt. Facere ipsum alias deleniti fuga quas amet dolorem. Tempore aliquid accusamus veritatis debitis architecto commodi.",49.019,39.668
2016-05-02,Luhanska,Antratsytivskyi,Diakove,4400000000,4420300000,4420382201,"asperiores minima sit"," ",GCA,"Need Overview",No,Other," ","Hic porro illum magni maiores at. Esse eligendi nihil consequuntur nostrum.",Individuals,4,"mollitia voluptatum et","Livelihoods/Early Recovery","explicabo voluptatem ad",No,"amet ex laudantium dolorum consequatur inventore qui laboriosam",2,"Not addressed",2016-06-28,0,"vero eligendi deserunt",http://www.neal-dunn.org/register.asp," ",47.936,39.143
2016-02-25,Donetska,Druzhkivska,"Krasnyi Kut",1400000000,1411700000,1411746201," ","officiis accusantium vel",GCA,"Support Request",No,"Access to water"," ","Consequuntur a voluptas sed odio cumque porro iure. Quod porro nostrum laborum eaque numquam.",NDP,123,"ducimus temporibus excepturi","Emergency Shelter/NFI","accusantium commodi numquam",Yes," ",36,"Not addressed",2016-03-13,50,"dolorem assumenda error"," ","Consequatur voluptatum aliquid repellat dolorum similique quia necessitatibus. Voluptatum nisi voluptate doloribus cum expedita ad. Quibusdam vero beatae ex debitis voluptates.",48.558,37.407
2015-02-14,Donetska,Artemivskyi,Klynove,1400000000,1420900000,1420984501," ","accusamus molestiae non",NGCA,"Mine Risk",Yes,"Access to humanitarian assistance"," ","Nesciunt tenetur necessitatibus iste adipisci perferendis eveniet earum. Qui at temporibus aut.",NDP,126," ",Education,"voluptatum officia cum",Yes," ",33,"Addressed but unresolved",2015-09-25,44,"repellendus numquam ex",http://www.jefferson.com/," ",48.558,38.157
2016-02-24,Luhanska,Troitskyi,Kochenove,4400000000,4425400000,4425488005,"animi eligendi rerum"," ",NGCA,"Mine Risk",Yes,Other,"Eveniet id cum odio voluptates. Reprehenderit cum explicabo veritatis autem. Deleniti debitis sit mollitia dicta eos."," ",Individuals,117,"magni reprehenderit nesciunt","Livelihoods/Early Recovery","earum nihil autem",No,"dolorem similique accusantium rem temporibus maiores officia ipsum",33,resolved,2016-03-21,34," ",http://garcia.net/privacy/," ",49.796,38.376
2015-11-28,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000,"sunt a quae"," ",NGCA,"Support Request",Yes,"Access to humanitarian assistance"," ","Quia omnis quia fuga culpa ab. Qui asperiores suscipit temporibus unde praesentium libero.",IDP,78," ",Education,"temporibus accusantium suscipit",Yes," ",21,"Not addressed",2015-12-06,21,"soluta assumenda impedit"," ","Numquam iure provident quod vel tempora consectetur. Cum voluptate nostrum molestiae velit rem. Quas quia quos illum architecto vel dignissimos doloribus. Aperiam non veniam ullam vitae.",49.021,38.366
2015-01-25,Luhanska,Alchevska,Alchevsk,4400000000,4411200000,4411200000," "," ",GCA,"Need Overview",No,"Access to NFI"," "," ",NDP,57," ","Water Sanitation Hygiene","ea nesciunt quos",No,"dicta recusandae ullam alias dolore facilis velit iusto",5,"Not addressed",2016-06-30,52," ",http://www.everett-watkins.org/login/," ",48.48,38.793
2016-02-16,Luhanska,Milovskyi,Travneve,4400000000,4422800000,4422855105,"amet odio porro"," ",GCA,"Support Request",No,"Access to shelter"," "," ",NDP,104,"cum aliquam quos",Education,"nesciunt aliquam tempora",No," ",46,resolved,2016-06-14,32,"consectetur aut commodi",http://www.cortez.com/,"Corporis eveniet at modi incidunt minima voluptate nostrum. Dicta ducimus dignissimos doloremque consectetur. Dolores itaque tenetur voluptatibus.",49.388,40.095
2016-04-22,Donetska,#N/A,Horlivka,1400000000,1440600000,1410600000,"totam exercitationem vero","expedita maiores in",GCA,"Support Request",No,"Access to NFI","Enim eos optio fuga nisi amet quam. Sapiente impedit inventore amet dolorem. Quas corrupti nemo aut."," ",NDP,2," ","Emergency Shelter/NFI"," ",No,"minima debitis voluptate sit dicta blanditiis magni dignissimos",1,"Not addressed",2016-06-11,0," "," ","Repellendus ea vitae alias labore. Tenetur deleniti repellat voluptatibus provident quaerat. Aut numquam voluptate veritatis officia sit. Ratione neque quaerat natus quia vitae iusto.",48.326,38.06
2015-03-29,Luhanska,Markivskyi,Rudivka,4400000000,4422500000,4422582202,"dolorem eveniet veritatis"," ",GCA,"Mine Risk",No,"Access to shelter","Tempora quae ex facilis beatae quo occaecati. Tenetur ipsa excepturi a sequi.","Libero accusantium accusamus doloremque odit dolorum. Est fugiat eaque recusandae assumenda.",NDP,114,"voluptates accusamus nemo",Health/Nutrition," ",No," ",111,"Not addressed",2015-06-13,43," "," ","Asperiores molestiae accusamus nemo animi illum. Ut consequatur repudiandae esse iste quod quos minus.",49.632,39.578
2015-05-10,Luhanska,Bilokurakynskyi,Lyzyne,4400000000,4420900000,4420986601," "," ",NGCA,"Support Request",Yes,"Access to health services"," "," ",IDP,109,"delectus magnam aliquid","Water Sanitation Hygiene","atque error incidunt",Yes," ",45,"Addressed but unresolved",2015-06-13,2," "," ","Necessitatibus occaecati nulla architecto. Labore soluta fugit nemo culpa excepturi corporis voluptatem. Dicta quod dolorum culpa atque harum doloremque.",49.547,38.85
2016-06-13,Donetska,Artemivskyi,Yahidne,1400000000,1420900000,1420986509,"quam voluptate delectus"," ",GCA,"Support Request",Yes,"Access to health services","Nesciunt fuga dolores cumque cum a tempora. Vel tenetur optio eveniet quas ipsam esse assumenda minima.","Magni expedita ad pariatur odio veniam. Hic voluptate maxime culpa doloremque.",Individuals,143,"quos totam ad",Education,"harum nulla voluptatum",No,"iusto recusandae voluptatum libero sequi asperiores blanditiis voluptatum",23,resolved,2016-06-21,20,"quas natus ipsam",http://www.wallace.com/about.jsp," ",48.63,37.984
2015-06-18,Luhanska,Sverdlovskyi,Medvezhanka,4400000000,4424200000,4424285501," "," ",GCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs"," ","Sequi impedit quis corporis incidunt quo. Vel sequi earum architecto voluptatem.",Community,92," ","Water Sanitation Hygiene"," ",No," ",31,"Addressed but unresolved",2015-10-17,18,"expedita quas suscipit",http://reynolds.com/,"Aspernatur esse architecto culpa neque tenetur hic minima. Corporis in magnam mollitia corrupti. Hic nisi maxime suscipit numquam. Quaerat occaecati accusantium veritatis provident soluta.",48.172,39.518
2015-09-12,Donetska,Dobropilska,Bilozerske,1400000000,1411500000,1411570500,"quibusdam dolor sapiente","in numquam ullam",NGCA,"Support Request",Yes,"Presence of landmines and/or EWRs"," ","Magnam sapiente at dolorem deserunt illo at alias. Veritatis mollitia occaecati in est.",Individuals,20,"culpa itaque maiores","Emergency Shelter/NFI"," ",Yes,"eum adipisci quas cumque laboriosam est aliquam vitae",7,resolved,2016-04-18,15," "," "," ",48.533,37.057
2015-07-12,Luhanska,Milovskyi,Kyrnosove,4400000000,4422800000,4422883603,"quaerat sint impedit","temporibus eos doloribus",NGCA,"Need Overview",Yes,"Presence of landmines and/or EWRs","Nobis temporibus accusamus praesentium at iure dolorem dolorum eum. Esse cumque architecto neque. Corrupti placeat cum sint.","Corporis accusamus facilis quisquam. Laboriosam cupiditate similique magnam eos alias.",Community,119," ","Water Sanitation Hygiene"," ",No,"nostrum sunt autem tempore consequuntur beatae architecto fugit",96,"Not addressed",2016-01-10,10," "," ","Molestias placeat est qui porro eligendi at. Laboriosam neque laborum numquam excepturi adipisci. Non iure ad enim.",49.217,39.967
2015-01-27,Donetska,#N/A,Horlivka,1400000000,1440600000,1410600000,"officia voluptas nam","voluptatum incidunt doloremque",NGCA,"Need Overview",No,Other," ","Ipsam quia id quae doloribus odit quos. Neque at itaque magnam a voluptates quia adipisci.",NDP,108,"quaerat quae natus","Livelihoods/Early Recovery","qui quia culpa",No,"sapiente excepturi libero modi amet ipsum consequuntur consectetur",88,"Not addressed",2016-03-26,80,"nostrum odit excepturi",http://anthony.net/blog/categories/explore/faq.htm,"Commodi iste ipsum laborum mollitia totam ipsum. Explicabo inventore aspernatur nihil nemo ipsam. Mollitia fuga maxime aperiam facere officiis.",48.326,38.06
2015-05-01,Luhanska,Slovianoserbskyi,Zamostia,4400000000,4424500000,4424555902,"nam natus saepe"," ",GCA,"Need Overview",Yes,"Access to health services"," "," ",IDP,134," ","Water Sanitation Hygiene"," ",Yes," ",121,"Addressed but unresolved",2016-01-31,6,"nemo nemo possimus",http://scott-williams.org/tags/tag/app/category/,"Tenetur eius officia maxime occaecati. Minima neque cumque quidem nisi. Facere perspiciatis ad et veritatis sed sapiente.",48.572,39.069
2015-10-02,Luhanska,Briankivska,Verhulivka,4400000000,4410500000,4410545300,"ab impedit tenetur","fugit expedita perspiciatis",GCA,"Mine Risk",Yes,"Access to humanitarian assistance","Aut quidem maiores doloremque non alias. Unde aspernatur adipisci qui consequatur in nihil.","Repudiandae doloribus nam praesentium beatae cumque. Magni provident fugiat inventore earum.",Community,56,"maiores nulla modi","Water Sanitation Hygiene","incidunt aspernatur natus",No," ",9,"Not addressed",2016-02-16,50,"optio aliquam fugiat",http://martinez-fritz.com/,"Unde hic similique deserunt nam debitis harum. Perspiciatis pariatur saepe ratione ipsum blanditiis. Magnam sequi repellendus repudiandae vero. Reprehenderit est odit commodi reiciendis.",48.4,38.534
2016-05-01,Luhanska,Troitskyi,Solontsi,4400000000,4425400000,4425483209,"magnam quasi ipsam","enim impedit ex",GCA,"Support Request",No,"Presence of landmines and/or EWRs","Dolor atque esse dolorem ipsam tempore. Dolorem aut dolores sint architecto eligendi. Quo quod officia nulla quibusdam magni."," ",Community,149," ","Water Sanitation Hygiene"," ",Yes,"culpa atque ad consequatur enim esse odio quo",124,resolved,2016-07-16,78," ",http://www.lane-moore.com/about.html," ",49.904,38.147
2016-03-06,Donetska,Krasnoarmiiska,Shevchenko,1400000000,1413200000,1413245400," ","eum quae consequatur",NGCA,"Mine Risk",Yes,"Access to shelter"," ","Natus sit iste harum harum provident id blanditiis minima. Qui nulla rerum magnam ea esse.",NDP,67," ",Health/Nutrition,"debitis necessitatibus occaecati",Yes,"molestiae rem nam deleniti libero tempore atque beatae",11,"Addressed but unresolved",2016-06-22,12,"quia dolore veritatis",http://www.martin.biz/,"Magnam deleniti repudiandae aliquid. Quos unde quis est dolore fugit mollitia officiis iste.",48.22,37.144
2016-06-21,Luhanska,Sievierodonetska,Borivske,4400000000,4412900000,4412945200,"eos ipsa nobis"," ",NGCA,"Support Request",No,"Access to humanitarian assistance","Ratione dignissimos non accusantium aliquam officia corrupti. Deleniti natus ex blanditiis non laudantium."," ",NDP,73,"reiciendis molestias maxime","Livelihoods/Early Recovery"," ",No," ",13,resolved,2016-07-14,72,"possimus exercitationem non",http://www.cox-watts.com/index/," ",48.868,38.563
2016-05-30,Luhanska,Briankivska,Hannivka,4400000000,4410500000,4410545200," ","cum fugit reprehenderit",NGCA,"Need Overview",No,"Access to NFI","Iusto quibusdam eaque nemo harum. Molestiae excepturi reprehenderit non animi. Temporibus error distinctio eius quis tenetur.","Placeat dolor ipsam eaque. In assumenda dolorum quae earum optio. Porro sed ipsum maxime.",IDP,19,"veritatis inventore molestiae",Logistics,"eaque a enim",No,"mollitia ea quibusdam quo dolor fugiat dicta corporis",8,"Not addressed",2016-07-08,8," "," "," ",48.483,38.548
2015-06-10,Luhanska,Novoaidarskyi,Spivakivka,4400000000,4423100000,4423187501," "," ",NGCA,"Need Overview",No,"Access to shelter","At vero voluptatum saepe expedita quam. Esse modi similique eum harum."," ",Individuals,10,"reprehenderit pariatur sed","Emergency Shelter/NFI","perspiciatis at laborum",Yes,"explicabo cum esse quam corporis ipsum eius nulla",4,"Addressed but unresolved",2015-06-28,4," ",http://www.roberson.info/login/," ",49.046,38.901
2016-05-08,Donetska,Shakhtarska,Dorofiienko,1400000000,1415300000,1415390005," "," ",GCA,"Mine Risk",No,"Access to NFI"," ","Sequi asperiores doloribus provident quam officia. Quis explicabo assumenda quae et perferendis.",IDP,118,"sapiente minus soluta",Health/Nutrition,"accusamus unde blanditiis",No," ",108,"Addressed but unresolved",2016-07-15,94," "," ","Maxime illo aut minus accusamus. Doloribus deleniti cumque consequuntur amet optio. Quae aut quae consequuntur vitae cupiditate rem ex. Optio commodi libero voluptate vel minus.",48.069,38.472
